,PID_HNF3B_PATHWAY,ST_STAT3_PATHWAY,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,REACTOME_AMYLOIDS,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,REACTOME_ION_CHANNEL_TRANSPORT,REACTOME_GPCR_LIGAND_BINDING,REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,REACTOME_PLATELET_CALCIUM_HOMEOSTASIS
723,,,34955552,29514054,33730188,32417688,31333136,,19904708,34373421
724,,,34955473,29507232,33728336,32417372,31331692,,19900234,34372839
725,,,34955116,29505875,33725905,32416155,31330574,,19821395,34372778
726,,,34954485,29501606,33725587,32415405,31322069,,19817512,34372768
727,,,34954484,29499190,33722748,32412744,31314129,,19802804,34371986
728,,,34953916,29489382,33719831,32409492,31307778,,19769598,34371798
729,,,34953655,29481660,33719227,32407845,31299174,,19697444,34368464
730,,,34953158,29474443,33714133,32407295,31280478,,19695292,34371008
731,,,34953147,29473979,33713721,32402066,31280436,,19672853,34370652
732,,,34953002,29453337,33713009,32400016,31250031,,19665520,34370593
733,,,34952840,29446769,33712379,32397166,31247506,,19652127,34370338
734,,,34952593,29442807,33709116,32393847,31243019,,19590385,34369715
735,,,34951710,29437698,33708861,32386501,31228801,,19588419,34369413
736,,,34951684,29435463,33707940,32381645,31220600,,19582986,34369296
737,,,34951654,29432676,33707081,32377919,31219946,,19557120,34368611
738,,,34951390,29428499,33706623,32377760,31205055,,19525604,34368476
739,,,34951366,29424027,33706101,32377518,31199960,,19485723,34368366
740,,,34951149,29423208,33705741,32374328,31196609,,19480610,34367469
741,,,34950996,29417940,33705650,32371144,31184304,,19422840,34367130
742,,,34950791,29410317,33703982,32366163,31184302,,19421063,34366886
743,,,34950774,29404958,33688229,32359123,31179342,,19405385,34365433
744,,,34950665,29403667,33687877,32358339,31173014,,19372035,34365318
745,,,34949783,29391240,33687402,32353414,31166707,,19366958,34364991
746,,,34949756,29389581,33685035,32352181,31161707,,19339356,34364830
747,,,34948369,29382127,33681089,32347153,31150686,,19321033,34363605
748,,,34948265,29378867,33679605,32339643,31148102,,19301937,34363464
749,,,34948234,29378116,33674561,32335083,31137773,,19236442,34362888
750,,,34946940,29374607,33672852,32332536,31134484,,19208440,34362813
751,,,34946835,29370692,33672062,32328174,31129356,,19208243,34362432
752,,,34946740,29341300,33671115,32323183,31128755,,19207920,34362364
753,,,34945591,29337308,33670177,32316573,31127206,,19195912,34362349
754,,,34945244,29303519,33670079,32315718,31124255,,19171730,34362037
755,,,34945126,29288571,33668635,32308759,31118576,,19150172,34360550
756,,,34945075,29288549,33664666,32305626,31102958,,19149522,34360322
757,,,34945026,29286329,33658981,32305466,31100018,,19089502,34359881
758,,,34944764,29263141,33658930,32302669,31096011,,19014205,34358830
759,,,34944763,29258915,33658295,32302049,31092394,,18992286,34358794
760,,,34944566,29255789,33656967,32301490,31091951,,18977630,34357880
761,,,34944538,29251925,33656046,32301275,31091684,,18977160,34353852
762,,,34944536,29251519,33655822,32291517,31091154,,18840374,34353101
763,,,34944525,29248482,33649950,32290886,31089475,,18838645,34352986
764,,,34944521,29246729,33649621,32287143,31088378,,18835927,34352722
765,,,34944390,29244487,33647796,32286474,31085744,,18796160,34350681
766,,,34944092,29239334,33647265,32284447,31082660,,18794257,34349026
767,,,34943978,29224179,33645989,32283665,31065656,,18774507,34348302
768,,,34943951,29224104,33645967,32279800,31064277,,18773755,34345195
769,,,34943836,29222447,33642218,32279476,31062264,,18760290,34342583
770,,,34943350,29222348,33641991,32277051,31060468,,18755547,34342165
771,,,34943221,29213501,33641964,32276903,31054591,,18690989,34341345
772,,,34943086,29211871,33639676,32275810,31048895,,18678126,34339682
773,,,34943023,29204886,33637880,32268802,31047941,,18673529,34338961
774,,,34942284,29182566,33634759,32259630,31041876,,18663162,34338409
775,,,34941170,29175324,33633280,32259603,31038150,,18563560,34338043
776,,,34941155,29165354,33631318,32256070,31036759,,18548137,34338041
777,,,34941042,29159976,33627633,32253901,31035003,,18491126,34337974
778,,,34940595,29158110,33627367,32248333,31032603,,18465423,34335266
779,,,34940565,29149835,33626072,32242780,31031630,,18457921,34334488
780,,,34940547,29147551,33624417,32242611,31028988,,18449949,34334083
781,,,34940528,29145032,33622304,32238304,31028814,,18439569,34333732
782,,,34940233,29138799,33622285,32233807,31022479,,18403218,34332621
783,,,34940006,29135508,33619007,32229331,31018442,,18399710,34332532
784,,,34939733,29115353,33618379,32229084,31012517,,18395890,34331688
785,,,34939700,29103177,33617269,32228174,31006935,,18379472,34331686
786,,,34939558,29096623,33616083,32218354,31003774,,18356405,34331217
787,,,34939442,29084677,33614980,32216291,31001934,,18350720,34329693
788,,,34939183,29079714,33613518,32210316,30997672,,18346060,34328855
789,,,34939016,29078167,33613155,32210168,30991910,,18338258,34328704
790,,,34938636,29072444,33613154,32207527,30988248,,18302302,34327461
791,,,34938272,29070797,33612315,32200667,30976165,,18299377,34326956
792,,,34938192,29070439,33611616,32197603,30967182,,18262450,34326364
793,,,34938095,29066284,33610418,32196541,30958922,,18242109,34326232
794,,,34937856,29050859,33609729,32193198,30958080,,18232181,34324868
795,,,34937537,29046394,33606525,32190176,30952494,,18200804,34321322
796,,,34937534,29043504,33605471,32186155,30947713,,18196226,34320834
797,,,34934622,29039485,33604315,32182574,30945843,,18176866,34319417
798,,,34934434,29035554,33603663,32182257,30942510,,18157921,34318874
799,,,34934118,29025405,33602249,32176450,30941478,,18090442,34315328
800,,,34933349,29023983,33598769,32172624,30940174,,18067987,34315137
801,,,34933204,29018129,33598184,32171979,30928231,,18053587,34314787
802,,,34932938,28988132,33597108,32171930,30926271,,17986677,34313771
803,,,34932928,28987311,33596993,32171728,30919768,,18039786,34313227
804,,,34931982,28984587,33595911,32170575,30912961,,18006491,34312684
805,,,34930532,28983871,33595665,32168435,30910373,,17963465,34311523
806,,,34930438,28973954,33594405,32167062,30908899,,17714115,34311521
807,,,34929746,28972881,33593709,32165592,30907399,,17714114,34311020
808,,,34929674,28968233,33592103,32165214,30885203,,17714113,34310013
809,,,34929508,28957343,33590526,32163478,30855110,,17897014,34309093
810,,,34929380,28951826,33590390,32154036,30851330,,17885444,34308944
811,,,34929019,28935176,33587296,32152499,30851197,,17876597,34308664
812,,,34928379,28934744,33586497,32149342,30847815,,17875242,34308121
813,,,34928108,28930609,33585194,32147433,30847581,,17873599,34306045
814,,,34927535,28928089,33581194,32145487,30845346,,17767396,34305819
815,,,34926623,28917147,33579666,32143048,30835273,,17762918,34303767
816,,,34926582,28917077,33578998,32141182,30822229,,17761517,34303334
817,,,34925588,28912603,33574823,32138507,30815757,,17728140,34301212
818,,,34925525,28905065,33573497,32135124,30808068,,17717222,34300296
819,,,34925337,28899812,33573178,32134138,30805658,,17715763,34300244
820,,,34925317,28893208,33572770,32132871,30804582,,17714823,34299638
821,,,34924774,28892816,33569908,32129603,30804231,,17674895,34299225
822,,,34924163,28890694,33569804,32129362,30797815,,18667140,34295984
823,,,34924035,28877460,33569010,32126734,30796906,,17662714,34295258
824,,,34923951,28852028,33567774,32126348,30795543,,17639617,34293470
825,,,34923911,28851981,33567710,32124821,30786276,,17631400,34289381
826,,,34923473,28849254,33567701,32120123,30781350,,17617497,34289142
827,,,34923463,28844871,33566311,32115853,30776576,,17608681,34288415
828,,,34922902,28834086,33562498,32114843,30772502,,17600364,34285701
829,,,34922707,28824418,33562475,32114252,30772439,,17593238,34285470
830,,,34922694,28823120,33562154,32113543,30767644,,17570434,34285436
831,,,34922690,28822176,33561215,32111490,30760847,,17568762,34285139
832,,,34922684,28814132,33558642,32107314,32255099,,17553848,34284392
833,,,34922553,28811318,33555137,32104545,30747057,,17514358,34284269
834,,,34922422,28808140,33554773,32104528,30738039,,17490624,34282598
835,,,34922334,28798389,33552541,32103904,30737030,,17475465,34282342
836,,,34922198,28787568,33546300,32102422,30733330,,17472422,34282152
837,,,34921569,28786287,33545549,32099842,30724629,,17451072,34281467
838,,,34920579,28778718,33545391,32095072,30720240,,17430838,34280031
839,,,34920463,28768713,33544528,32093214,30712966,,20711395,34278746
840,,,34920200,28765400,33543815,32090041,30710657,,17352515,34277669
841,,,34920199,28764741,33541559,32089264,30700742,,17337914,34277588
842,,,34920154,28762615,33540300,32088396,30690396,,17336855,34276355
843,,,34919901,28760652,33539017,32087528,30690040,,17320057,34274141
844,,,34919794,28755024,33537464,32083455,32254787,,17314587,34274001
845,,,34918690,28754022,33535652,32077075,30684332,,17277866,34273031
846,,,34918640,28719238,33534533,32076917,30679184,,17270113,34272254
847,,,34918330,28714403,33534060,32069739,30677843,,17257476,34270619
848,,,34917989,28710249,33530854,32068794,30668991,,17256424,34268381
849,,,34917917,28702523,33530554,32067945,30668418,,17249635,34267549
850,,,34917914,28696548,33529726,32066652,30664971,,17218355,34262530
851,,,34917235,28685682,33524991,32066294,30664212,,17213013,34261397
852,,,34917033,28681964,33524315,32064023,30662993,,17194277,34261001
853,,,34916823,28673587,33521051,32058155,30647447,,17194262,34260232
854,,,34916611,28655613,33521039,32053807,30641700,,17187935,34258694
855,,,34916442,28655134,33515751,32048108,30633874,,17167787,34258295
856,,,34916370,28652187,33513420,32036812,30630689,,17157775,34257700
857,,,34916147,28649604,33513399,32031980,30625362,,17151307,34257098
858,,,34915838,28645936,33511948,32029482,30625305,,17144644,34256844
859,,,34915605,28635419,33508846,32021349,30618154,,17139587,34255273
860,,,34915505,28635330,33508764,32017160,30616110,,17124432,34255113
861,,,34913992,28634451,33503985,32016844,30605905,,17065533,34255031
862,,,34912763,28624654,33503568,32012348,30605400,,17060567,34253432
863,,,34912454,28617071,33500106,32010327,30602386,,17022516,34251716
864,,,34912428,28610945,33499378,32004602,30602303,,17014595,34249265
865,,,34912302,28602716,33491030,32001268,30599267,,16920081,34248897
866,,,34912295,28601647,33488888,31996548,30598148,,16875290,34248840
867,,,34912223,28598015,33488074,31993550,30598026,,16872231,34248037
868,,,34912022,28596970,33483762,31991895,30591971,,16815978,34247637
869,,,34911905,28589443,33482440,31980846,30591819,,16774459,34245933
870,,,34911880,28582864,33482284,31976031,30591520,,16772200,34245890
871,,,34911523,28582855,33475091,31972252,30590050,,16750796,34245675
872,,,34911517,28576073,33475089,31972170,30587690,,16648811,34244550
873,,,34911470,28574494,33473013,31970899,30583218,,16573556,34243780
874,,,34911465,30023655,33470492,31967622,30582850,,16567513,34242221
875,,,34911421,28551028,33470120,31963760,30582404,,16555059,34241806
876,,,34911174,28534431,33465804,31960366,30577559,,16553617,34240829
877,,,34910755,28527712,33464156,31956332,30566641,,16525916,34240614
878,,,34910443,28505316,33463920,31955370,30565679,,16503704,34240316
879,,,34910381,28505155,33463892,31955145,30562475,,16466332,34239442
880,,,34910208,28499972,33462371,31954804,30559106,,16452899,34238472
881,,,34910204,28498720,33460632,31948746,30557564,,16443922,34238462
882,,,34909956,28478482,33459523,31946735,30556504,,16430342,34238444
883,,,34909683,28467789,33455843,31943002,30555088,,16397976,34238353
884,,,34909682,28465284,33455497,31941576,30545309,,16389718,34236862
885,,,34909589,28441961,33450885,31940332,30543678,,16338174,34235245
886,,,34909039,28438778,33450076,31940026,30523576,,16325247,34234594
887,,,34907913,28427866,33444720,31936746,30536661,,16313277,34234365
888,,,34907912,28422298,33444161,31935365,30533579,,16303903,34234216
889,,,34907520,28422052,33442532,31930828,30530908,,16291784,34232412
890,,,34907199,28413044,33439078,31926623,30529303,,16288079,34230991
891,,,34907049,28401370,33438572,31922200,30519937,,16275837,34229668
892,,,34906791,28399705,33437773,31914828,30517676,,16266355,34228289
893,,,34906636,28399252,33435264,31914697,30517288,,16262002,34228283
894,,,34905518,28372330,33434516,31910027,30513787,,16244373,34227777
895,,,34904553,28368485,33434155,31904443,30510624,,16234878,34227232
896,,,34904519,28359369,33433360,31904285,30500110,,16234874,34226638
897,,,34904501,28349255,33433056,31904280,30486325,,16215950,34226023
898,,,34904160,28348116,33429063,31904108,30485708,,16103866,34225937
899,,,34904074,28337562,33427267,31902439,30478793,,16050051,34225532
900,,,34904048,28335021,33425484,31901726,30474657,,16027555,34224697
901,,,34903856,28332877,33424043,31897456,30468944,,15999779,34222698
902,,,34903063,28332351,33422385,31896157,30468809,,15981312,34221234
903,,,34902976,28324102,33422063,31892956,30450513,,15950877,34220701
904,,,34902439,28322572,33421302,31890010,30444015,,15928261,34219390
905,,,34902230,28319103,33421258,31889469,30439564,,15927394,34218631
906,,,34902078,28317461,33418570,31888262,30431460,,15911152,34217756
907,,,34902074,28315374,33413911,33905470,30429676,,15903291,34217587
908,,,34902067,28301218,33412473,31886264,30423518,,15898613,34216766
909,,,34902065,28300592,33412159,31883534,30395577,,15892290,34214506
910,,,34902056,28298172,33411988,31881657,30393215,,15841425,34214305
911,,,34902055,28297133,33409975,31880113,30391593,,15826997,34212290
912,,,34901269,28287098,33404530,31875960,30388537,,15820913,34211157
913,,,34900827,28287093,33402819,31872641,30388376,,15806748,34210409
914,,,34900825,28276776,33401897,31872502,30385152,,15805337,34210000
915,,,34900817,28274676,33401711,31868944,30366036,,15780189,34209501
916,,,34900812,28273645,33399988,31865242,30365609,,15778098,34209454
917,,,34900805,28269785,33399849,31863220,30362420,,15772928,34208379
918,,,34900804,28253990,33399607,31858186,30360409,,15745842,34208360
919,,,34900790,28238190,33399485,31852261,30360050,,15658522,34207498
920,,,34900786,28230965,33398164,31849450,30347717,,15653287,34207441
921,,,34900779,28223444,33397369,31849037,30339883,,15636078,34207221
922,,,34900771,28220836,33397237,31845444,30339870,,15633627,34206641
923,,,34900770,28198575,33396845,31845207,30338666,,15596757,34206537
924,,,34900083,28187308,33396718,31844950,30333969,,15563250,34205752
925,,,34899863,28176628,33396555,31841043,30320895,,15554747,34205679
926,,,34899702,28164774,33396145,31838079,30320739,,15553102,34205609
927,,,34899610,28159831,33395372,31828170,30318971,,15531005,34204153
928,,,34899605,28154265,33395297,31828160,30316976,,15526650,34203728
929,,,34899278,28147245,33392871,31826505,30315849,,15470076,34201703
930,,,34899134,28137222,33389459,31825949,30314265,,15384680,34201257
931,,,34898994,28124586,33389429,31823935,30306338,,15336946,34200146
932,,,34898373,28119515,33388735,31823816,30299960,,15291246,34200102
933,,,34898136,28106562,33387601,31822686,30296701,,15288403,34198457
934,,,34898093,28106068,33387571,31813922,30294825,,15277393,34198047
935,,,34898062,28093241,33387285,31809967,30292312,,15265470,34197915
936,,,34897418,28090046,33386799,31806622,30292239,,15231468,34197875
937,,,34897013,28078343,33383022,31805910,30291941,,15211988,34196872
938,,,34896919,28074190,33382410,31800556,30282510,,15193359,34195880
939,,,34896343,28071832,33382396,31799636,30279254,,15172081,34194608
940,,,34896263,28062560,33381907,31798892,30274022,,15106132,34194389
941,,,34896034,28061383,33381523,31797133,30273706,,15094074,34193609
942,,,34895977,28058779,33380657,31795363,30272307,,14991460,34193056
943,,,34895951,28054630,33380586,31794260,30267825,,14965845,34192748
944,,,34895322,28044060,33378965,31794124,30262932,,14750908,34192590
945,,,34895017,28034783,33378964,31793767,30261000,,14744819,34192533
946,,,34894232,28017255,33378048,31791197,30246649,,14727970,34192532
947,,,34894065,28000098,33374738,31785959,30240201,,14702509,34191626
948,,,34893425,27997176,33374338,31776944,30240139,,14679506,34187442
949,,,34893351,27997158,33373432,31775094,30233781,,14664664,34186555
950,,,34892339,27990002,33372981,31774631,30233176,,14661918,34186544
951,,,34891806,27988872,33367744,31774182,30229712,,14655505,34186204
952,,,34891730,27935715,33364804,31772713,34996199,,14643843,34185708
953,,,34891678,27930980,33363537,31768475,30218811,,14628002,34185279
954,,,34891542,27923524,33361692,31766976,30217069,,14593962,34183538
955,,,34891536,27911319,33359679,31763023,30213304,,14577176,34183428
956,,,34891482,27911310,33359606,31759113,30212220,,12916162,34183012
957,,,34891200,27884659,33359401,31759099,30212201,,12906348,34182613
958,,,34890648,27884163,33357895,31759066,30211692,,12873612,34182427
959,,,34890419,27882091,33357875,31758873,30210654,,12790304,34178871
960,,,34889877,27866224,33355246,31756066,30207783,,12727329,34177928
961,,,34889064,27865831,33353303,31746030,30205799,,12707430,34177811
962,,,34888323,27863851,33352682,31741437,30205097,,12685875,34177086
963,,,34888198,27854243,33351885,31737665,30199242,,12663099,34175449
964,,,34888086,27852410,33348841,31737629,30188871,,12650740,34173739
965,,,34888018,27844077,33347566,31736185,30179137,,12638118,34173346
966,,,34888014,27837397,33346486,31734667,30173586,,12637113,34171330
967,,,34888013,27829662,33341220,31733101,30172747,,12591121,34171123
968,,,34888010,27814628,33338411,31730865,30169672,,12583783,34169656
969,,,34887872,27812546,33338029,31730524,30168293,,12579648,34168723
970,,,34887659,27810390,33335512,31726870,30168046,,12577253,34168217
971,,,34887283,27743934,33334875,31726250,30165782,,12544554,34167955
972,,,34887271,27645921,33329403,31723456,30156080,,12522323,34165031
973,,,34886737,27804051,33325044,31721437,30148611,,12490826,34164723
974,,,34886383,27791129,33325008,31712187,30146675,,12452735,34164427
975,,,34886259,27759128,33321116,31706652,30145789,,12438544,34163679
976,,,34885698,27321428,33320449,31698979,30144888,,12426407,34163468
977,,,34885660,27776993,33319826,31698080,30143226,,12410060,34163433
978,,,34885089,27785911,33317506,31697935,30139743,,12388658,34162165
979,,,34884797,27773683,33315051,31691101,30132841,,12387093,34160382
980,,,34884717,27768903,33312058,31690508,30130976,,12383038,34158655
981,,,34884651,27639960,33310174,31689454,30129099,,12381547,34155997
982,,,34884571,27763482,33309385,31686002,30125508,,12373865,34155972
983,,,34884524,27739227,33308601,31685436,30119178,,12242176,34154885
984,,,34884501,27159045,33307136,31683780,30113159,,12097796,34153785
985,,,34884494,27754964,33303821,31683362,30100655,,12093324,34153376
986,,,34883118,27730513,33303636,31680536,30098547,,12021050,34153226
987,,,34882862,27697060,33299532,31678493,30098304,,11989965,34152422
988,,,34882677,27695899,33294298,31678284,30088840,,11900629,34152002
989,,,34882353,27656136,33294004,31676569,30066952,,11813268,34150795
990,,,34882233,27648144,33292959,31671245,30062823,,11795122,34149878
991,,,34881702,27641082,33292434,31669668,30062041,,11735653,34149694
992,,,34881312,27638784,33289929,31669609,30058546,,11723049,34149620
993,,,34880907,27635944,33288184,31669241,30054493,,11717710,34148917
994,,,34880411,27624579,33284460,31667906,30046379,,11711035,34145843
995,,,34880065,27620179,33280417,31659307,30038465,,11702509,34144091
996,,,34879878,27612847,33280239,31654972,30038053,,11688239,34143451
997,,,34879839,27612394,33276482,31654796,30037858,,11579968,34143299
998,,,34877659,27607147,33276057,31652638,30035421,,11552003,34140951
999,,,34877411,27605038,33273482,31652143,30035128,,11532331,34140100
1000,,,,,,,,,,
1001,,,,,,,,,,
1002,,,,,,,,,,
1003,,,,,,,,,,
1004,,,,,,,,,,
1005,,,,,,,,,,
1006,,,,,,,,,,
1007,,,,,,,,,,
1008,,,,,,,,,,
1009,,,,,,,,,,
1010,,,,,,,,,,
1011,,,,,,,,,,
1012,,,,,,,,,,
1013,,,,,,,,,,
1014,,,,,,,,,,
1015,,,,,,,,,,
1016,,,,,,,,,,
1017,,,,,,,,,,
1018,,,,,,,,,,
1019,,,,,,,,,,
1020,,,,,,,,,,
1021,,,,,,,,,,
1022,,,,,,,,,,
1023,,,,,,,,,,
1024,,,,,,,,,,
1025,,,,,,,,,,
1026,,,,,,,,,,
1027,,,,,,,,,,
1028,,,,,,,,,,
1029,,,,,,,,,,
1030,,,,,,,,,,
1031,,,,,,,,,,
1032,,,,,,,,,,
1033,,,,,,,,,,
1034,,,,,,,,,,
1035,,,,,,,,,,
1036,,,,,,,,,,
1037,,,,,,,,,,
1038,,,,,,,,,,
1039,,,,,,,,,,
1040,,,,,,,,,,
1041,,,,,,,,,,
1042,,,,,,,,,,
1043,,,,,,,,,,
1044,,,,,,,,,,
1045,,,,,,,,,,
1046,,,,,,,,,,
1047,,,,,,,,,,
1048,,,,,,,,,,
1049,,,,,,,,,,
1050,,,,,,,,,,
1051,,,,,,,,,,
1052,,,,,,,,,,
1053,,,,,,,,,,
1054,,,,,,,,,,
1055,,,,,,,,,,
1056,,,,,,,,,,
1057,,,,,,,,,,
1058,,,,,,,,,,
1059,,,,,,,,,,
1060,,,,,,,,,,
1061,,,,,,,,,,
1062,,,,,,,,,,
1063,,,,,,,,,,
1064,,,,,,,,,,
1065,,,,,,,,,,
1066,,,,,,,,,,
1067,,,,,,,,,,
1068,,,,,,,,,,
1069,,,,,,,,,,
1070,,,,,,,,,,
1071,,,,,,,,,,
1072,,,,,,,,,,
1073,,,,,,,,,,
1074,,,,,,,,,,
1075,,,,,,,,,,
1076,,,,,,,,,,
1077,,,,,,,,,,
1078,,,,,,,,,,
1079,,,,,,,,,,
1080,,,,,,,,,,
1081,,,,,,,,,,
1082,,,,,,,,,,
1083,,,,,,,,,,
1084,,,,,,,,,,
1085,,,,,,,,,,
1086,,,,,,,,,,
1087,,,,,,,,,,
1088,,,,,,,,,,
1089,,,,,,,,,,
1090,,,,,,,,,,
1091,,,,,,,,,,
1092,,,,,,,,,,
1093,,,,,,,,,,
1094,,,,,,,,,,
1095,,,,,,,,,,
1096,,,,,,,,,,
1097,,,,,,,,,,
1098,,,,,,,,,,
1099,,,,,,,,,,
1100,,,,,,,,,,
1101,,,,,,,,,,
1102,,,,,,,,,,
1103,,,,,,,,,,
1104,,,,,,,,,,
1105,,,,,,,,,,
1106,,,,,,,,,,
1107,,,,,,,,,,
1108,,,,,,,,,,
1109,,,,,,,,,,
1110,,,,,,,,,,
1111,,,,,,,,,,
1112,,,,,,,,,,
1113,,,,,,,,,,
1114,,,,,,,,,,
1115,,,,,,,,,,
1116,,,,,,,,,,
1117,,,,,,,,,,
1118,,,,,,,,,,
1119,,,,,,,,,,
1120,,,,,,,,,,
1121,,,,,,,,,,
1122,,,,,,,,,,
1123,,,,,,,,,,
1124,,,,,,,,,,
1125,,,,,,,,,,
1126,,,,,,,,,,
1127,,,,,,,,,,
1128,,,,,,,,,,
1129,,,,,,,,,,
1130,,,,,,,,,,
1131,,,,,,,,,,
1132,,,,,,,,,,
1133,,,,,,,,,,
1134,,,,,,,,,,
1135,,,,,,,,,,
1136,,,,,,,,,,
1137,,,,,,,,,,
1138,,,,,,,,,,
1139,,,,,,,,,,
1140,,,,,,,,,,
1141,,,,,,,,,,
1142,,,,,,,,,,
1143,,,,,,,,,,
1144,,,,,,,,,,
1145,,,,,,,,,,
1146,,,,,,,,,,
1147,,,,,,,,,,
1148,,,,,,,,,,
1149,,,,,,,,,,
1150,,,,,,,,,,
1151,,,,,,,,,,
1152,,,,,,,,,,
1153,,,,,,,,,,
1154,,,,,,,,,,
1155,,,,,,,,,,
1156,,,,,,,,,,
1157,,,,,,,,,,
1158,,,,,,,,,,
1159,,,,,,,,,,
1160,,,,,,,,,,
1161,,,,,,,,,,
1162,,,,,,,,,,
1163,,,,,,,,,,
1164,,,,,,,,,,
1165,,,,,,,,,,
1166,,,,,,,,,,
1167,,,,,,,,,,
1168,,,,,,,,,,
1169,,,,,,,,,,
1170,,,,,,,,,,
1171,,,,,,,,,,
1172,,,,,,,,,,
1173,,,,,,,,,,
1174,,,,,,,,,,
1175,,,,,,,,,,
1176,,,,,,,,,,
1177,,,,,,,,,,
1178,,,,,,,,,,
1179,,,,,,,,,,
1180,,,,,,,,,,
1181,,,,,,,,,,
1182,,,,,,,,,,
1183,,,,,,,,,,
1184,,,,,,,,,,
1185,,,,,,,,,,
1186,,,,,,,,,,
1187,,,,,,,,,,
1188,,,,,,,,,,
1189,,,,,,,,,,
1190,,,,,,,,,,
1191,,,,,,,,,,
1192,,,,,,,,,,
1193,,,,,,,,,,
1194,,,,,,,,,,
1195,,,,,,,,,,
1196,,,,,,,,,,
1197,,,,,,,,,,
1198,,,,,,,,,,
1199,,,,,,,,,,
1200,,,,,,,,,,
1201,,,,,,,,,,
1202,,,,,,,,,,
1203,,,,,,,,,,
1204,,,,,,,,,,
1205,,,,,,,,,,
1206,,,,,,,,,,
1207,,,,,,,,,,
1208,,,,,,,,,,
1209,,,,,,,,,,
1210,,,,,,,,,,
1211,,,,,,,,,,
1212,,,,,,,,,,
1213,,,,,,,,,,
1214,,,,,,,,,,
1215,,,,,,,,,,
1216,,,,,,,,,,
1217,,,,,,,,,,
1218,,,,,,,,,,
1219,,,,,,,,,,
1220,,,,,,,,,,
1221,,,,,,,,,,
1222,,,,,,,,,,
1223,,,,,,,,,,
1224,,,,,,,,,,
1225,,,,,,,,,,
1226,,,,,,,,,,
1227,,,,,,,,,,
1228,,,,,,,,,,
1229,,,,,,,,,,
1230,,,,,,,,,,
1231,,,,,,,,,,
1232,,,,,,,,,,
1233,,,,,,,,,,
1234,,,,,,,,,,
1235,,,,,,,,,,
1236,,,,,,,,,,
1237,,,,,,,,,,
1238,,,,,,,,,,
1239,,,,,,,,,,
1240,,,,,,,,,,
1241,,,,,,,,,,
1242,,,,,,,,,,
1243,,,,,,,,,,
1244,,,,,,,,,,
1245,,,,,,,,,,
1246,,,,,,,,,,
1247,,,,,,,,,,
1248,,,,,,,,,,
1249,,,,,,,,,,
1250,,,,,,,,,,
1251,,,,,,,,,,
1252,,,,,,,,,,
1253,,,,,,,,,,
1254,,,,,,,,,,
1255,,,,,,,,,,
1256,,,,,,,,,,
1257,,,,,,,,,,
1258,,,,,,,,,,
1259,,,,,,,,,,
1260,,,,,,,,,,
1261,,,,,,,,,,
1262,,,,,,,,,,
1263,,,,,,,,,,
1264,,,,,,,,,,
1265,,,,,,,,,,
1266,,,,,,,,,,
1267,,,,,,,,,,
1268,,,,,,,,,,
1269,,,,,,,,,,
1270,,,,,,,,,,
1271,,,,,,,,,,
1272,,,,,,,,,,
1273,,,,,,,,,,
1274,,,,,,,,,,
1275,,,,,,,,,,
1276,,,,,,,,,,
1277,,,,,,,,,,
1278,,,,,,,,,,
1279,,,,,,,,,,
1280,,,,,,,,,,
1281,,,,,,,,,,
1282,,,,,,,,,,
1283,,,,,,,,,,
1284,,,,,,,,,,
1285,,,,,,,,,,
1286,,,,,,,,,,
1287,,,,,,,,,,
1288,,,,,,,,,,
1289,,,,,,,,,,
1290,,,,,,,,,,
1291,,,,,,,,,,
1292,,,,,,,,,,
1293,,,,,,,,,,
1294,,,,,,,,,,
1295,,,,,,,,,,
1296,,,,,,,,,,
1297,,,,,,,,,,
1298,,,,,,,,,,
1299,,,,,,,,,,
1300,,,,,,,,,,
1301,,,,,,,,,,
1302,,,,,,,,,,
1303,,,,,,,,,,
1304,,,,,,,,,,
1305,,,,,,,,,,
1306,,,,,,,,,,
1307,,,,,,,,,,
1308,,,,,,,,,,
1309,,,,,,,,,,
1310,,,,,,,,,,
1311,,,,,,,,,,
1312,,,,,,,,,,
1313,,,,,,,,,,
1314,,,,,,,,,,
1315,,,,,,,,,,
1316,,,,,,,,,,
1317,,,,,,,,,,
1318,,,,,,,,,,
1319,,,,,,,,,,
1320,,,,,,,,,,
1321,,,,,,,,,,
1322,,,,,,,,,,
1323,,,,,,,,,,
1324,,,,,,,,,,
1325,,,,,,,,,,
1326,,,,,,,,,,
1327,,,,,,,,,,
1328,,,,,,,,,,
1329,,,,,,,,,,
1330,,,,,,,,,,
1331,,,,,,,,,,
1332,,,,,,,,,,
1333,,,,,,,,,,
1334,,,,,,,,,,
1335,,,,,,,,,,
1336,,,,,,,,,,
1337,,,,,,,,,,
1338,,,,,,,,,,
1339,,,,,,,,,,
1340,,,,,,,,,,
1341,,,,,,,,,,
1342,,,,,,,,,,
1343,,,,,,,,,,
1344,,,,,,,,,,
1345,,,,,,,,,,
1346,,,,,,,,,,
1347,,,,,,,,,,
1348,,,,,,,,,,
1349,,,,,,,,,,
